Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,B_or_Higher,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S2587,1,21,58.12,49.81,86.12,77.86,86.31,5.71,66.93,0,18.8,0,1,2,High,4,8.1
S2589,0,22,63.46,68.38,89.23,93.28,70.37,3.93,99.8,0,20.3,0,1,1,Low,6,8.2
S2590,0,24,80.35,67.9,64.99,90.96,85.93,6.86,97.8,0,27.2,0,1,1,Low,3,6.8
S2591,0,20,56.15,79.21,83.83,64.27,60.31,4.12,56.58,0,10.4,0,1,3,Low,6,8.9
S2593,1,19,81.37,48.61,43.33,57.8,50.7,6.15,69.54,0,19.3,0,1,2,Low,2,7.9
S2594,1,24,92.44,70.47,80.56,98.45,56.32,1.54,64.84,1,29.7,0,1,2,Low,8,5.2
S2595,1,18,61.49,94.41,78.93,,71.26,4.87,96.72,0,16.6,0,1,4,High,7,6.1
S2596,1,20,90.87,49.57,88.1,52.13,50.6,7.65,86.07,1,19.6,0,0,1,Low,7,7.0
S2597,0,20,61.75,81.39,76.97,56.84,73.1,6.43,97.8,1,8.4,1,1,3,Low,6,4.7
S2598,1,22,83.84,75.63,49.41,74.29,76.14,8.85,93.73,0,24.0,0,1,1,High,9,8.8
S2599,0,22,71.53,84.92,91.19,60.39,81.08,7.5,87.73,1,10.5,0,0,4,Low,4,4.5
S2601,1,23,85.71,96.5,88.46,78.66,59.05,1.13,93.31,1,22.7,1,1,2,Low,9,4.3
S2602,1,19,,77.26,86.45,80.63,80.66,6.5,84.21,1,22.8,0,1,1,Low,3,4.5
S2603,1,19,58.83,90.82,57.87,73.14,82.91,2.38,59.44,0,13.0,0,0,2,Low,3,7.1
S2604,0,22,67.92,54.8,44.47,62.8,51.3,5.88,82.41,0,26.3,0,1,4,High,8,6.3
S2606,0,24,61.7,86.86,45.57,85.85,89.25,5.77,99.09,1,20.4,0,1,3,Low,6,6.0
S2608,1,23,,63.04,67.57,75.25,70.66,6.46,51.92,1,27.6,0,1,3,Low,3,8.4
S2609,1,22,73.58,79.47,94.41,91.98,66.33,1.44,63.21,1,18.2,0,1,1,Medium,8,7.5
S2611,0,21,61.69,84.14,83.12,77.26,59.29,6.97,98.12,0,28.2,0,1,1,High,2,8.8
S2613,1,18,71.46,51.44,60.48,85.14,94.92,2.79,52.84,0,22.9,0,0,1,High,2,4.8
S2614,0,24,89.41,79.85,80.94,50.94,66.53,7.98,51.18,1,24.8,1,1,4,Medium,5,8.7
S2615,0,21,85.76,45.9,47.74,83.52,76.57,5.11,73.98,1,11.2,0,1,4,Medium,5,4.6
S2619,0,23,67.07,89.14,82.35,82.02,81.72,5.85,81.18,0,23.6,0,1,3,Medium,1,4.1
S2620,0,22,99.52,93.25,48.89,94.75,53.04,4.37,92.96,1,23.6,0,0,1,Medium,7,6.3
S2622,0,18,,90.96,41.29,76.5,77.25,7.75,51.37,0,15.5,0,1,3,Low,10,6.1
S2623,1,19,67.7,51.69,49.05,85.35,64.25,5.35,95.91,0,13.6,0,1,3,Low,6,5.2
S2625,1,21,92.11,73.5,82.71,51.85,79.91,2.81,86.42,1,23.3,0,1,2,Low,8,5.9
S2626,0,22,,82.83,78.47,61.5,91.93,1.96,82.95,1,7.5,0,1,1,Low,4,8.2
S2627,0,23,99.61,41.81,68.64,61.9,64.07,2.73,57.91,1,9.1,0,1,2,Low,7,4.9
S2628,0,21,80.68,57.43,80.49,66.78,78.89,2.93,59.79,1,15.3,1,1,2,Low,8,5.7
S2629,1,21,73.16,76.51,86.43,97.17,88.87,7.4,66.45,0,12.6,0,1,1,Low,7,8.0
S2630,1,19,,61.44,97.99,90.24,74.54,1.4,87.85,1,27.6,0,1,4,High,3,4.2
S2632,0,21,77.58,79.1,87.67,99.93,56.56,5.23,70.35,0,11.2,0,1,3,Medium,4,6.0
S2634,1,22,70.34,48.76,74.45,61.35,97.15,3.0,58.57,0,26.5,1,1,2,High,5,7.5
S2635,1,22,77.39,77.74,47.24,78.0,66.59,5.13,55.97,1,10.1,1,0,4,Medium,9,8.7
S2636,0,23,97.13,67.03,49.93,94.06,68.32,3.18,69.51,1,13.8,1,1,4,High,3,4.3
S2638,0,19,64.62,59.58,88.2,75.27,82.07,7.39,82.45,1,6.9,1,1,2,Medium,4,8.4
S2640,1,22,89.61,46.49,66.33,71.02,52.02,7.48,50.22,1,22.7,0,1,3,Low,2,4.2
S2642,0,23,54.08,85.82,59.63,67.58,91.46,8.15,71.66,0,14.8,1,1,3,Medium,8,7.7
S2643,0,18,64.92,74.53,65.24,94.36,95.36,2.02,83.2,0,20.5,1,1,2,Low,1,4.2
S2645,0,22,,47.65,95.76,98.61,72.63,4.76,78.67,0,20.7,1,1,2,High,9,6.7
S2646,0,23,,66.14,46.52,,93.81,7.18,54.87,1,11.3,1,1,4,Low,6,6.6
S2648,0,20,97.64,80.56,62.08,77.4,82.77,5.66,89.46,1,16.2,1,1,3,High,6,4.1
S2652,1,21,61.87,45.65,99.98,94.1,51.07,1.28,65.18,0,26.8,0,1,3,High,3,5.7
S2653,0,18,63.11,81.72,70.84,56.97,71.41,1.82,89.35,1,13.3,0,1,2,High,7,5.8
S2655,0,22,70.96,99.61,73.35,65.2,91.13,0.05,82.31,0,11.5,1,1,2,High,1,7.3
S2656,1,20,64.56,81.6,53.57,58.09,70.72,8.9,68.63,1,15.9,0,1,4,Medium,6,4.3
S2658,0,22,74.07,70.89,96.25,83.92,73.1,4.41,75.79,1,23.9,1,0,1,Medium,5,7.3
S2659,0,23,82.74,92.08,87.17,60.69,61.9,3.31,90.86,0,25.2,1,1,1,Low,2,6.3
S2664,0,18,,83.6,45.56,78.68,61.01,0.71,84.57,0,6.4,1,1,3,Low,6,7.0
S2665,1,24,88.45,82.51,69.97,69.68,89.38,3.26,91.63,1,29.2,0,1,1,Medium,9,4.2
S2666,0,20,67.71,86.53,82.5,67.17,61.73,1.85,66.75,1,14.4,0,1,4,Medium,10,7.5
S2667,0,21,84.71,47.47,85.07,65.93,55.54,7.86,75.42,0,17.6,0,1,1,Medium,1,6.7
S2670,0,20,57.42,85.62,57.29,,53.0,8.86,66.7,0,17.3,0,1,1,Medium,5,7.6
S2671,0,18,83.99,54.42,46.26,,53.11,1.81,66.22,1,12.5,0,1,4,Low,6,4.4
S2673,1,19,93.61,57.7,57.96,98.9,77.01,7.11,96.68,1,21.2,0,1,3,Medium,1,8.7
S2674,1,21,75.83,40.54,78.07,98.9,53.42,0.68,71.94,1,15.9,0,1,1,Medium,7,5.3
S2676,1,20,52.85,46.8,67.29,67.61,96.45,5.72,94.73,0,5.2,0,1,1,Low,7,4.4
S2678,1,18,,95.54,48.76,73.97,72.02,4.8,69.41,1,22.3,1,1,2,Medium,1,6.8
S2679,1,20,51.05,98.15,93.7,60.66,62.51,6.08,52.86,0,17.0,1,1,2,Medium,8,8.8
S2680,1,22,73.73,54.16,49.16,83.02,56.68,3.68,86.07,0,26.2,1,1,3,High,10,6.0
S2681,1,20,96.56,88.56,51.53,66.71,70.13,1.06,67.64,1,23.8,1,1,4,High,9,4.2
S2683,0,19,71.41,94.03,58.58,69.18,52.44,5.27,80.61,0,19.0,0,0,2,Low,1,8.1
S2686,0,19,58.43,64.43,87.6,75.44,70.44,8.34,73.96,0,13.4,0,1,3,Low,4,8.1
S2687,1,22,50.93,60.24,62.83,85.24,52.25,3.49,85.87,0,7.6,1,1,3,Medium,1,8.1
S2688,1,19,80.49,87.11,74.55,73.05,79.24,8.31,63.82,0,24.3,0,1,3,Medium,7,5.0
S2690,0,20,55.32,81.08,89.36,59.11,83.34,1.59,71.22,0,24.8,0,1,2,Medium,10,4.3
S2691,0,23,60.55,76.15,84.19,62.3,77.13,6.14,52.75,1,20.5,0,1,3,Low,9,7.8
S2695,0,24,94.1,83.41,47.99,54.68,77.05,0.05,63.77,1,18.6,0,1,3,Low,10,8.6
S2697,0,23,97.05,93.93,81.32,84.18,71.8,3.35,61.64,1,29.7,0,1,4,Low,8,4.7
S2699,0,24,82.94,58.12,64.56,62.37,57.12,1.99,65.69,0,8.4,0,1,1,Medium,3,8.6
S2700,0,24,68.38,59.21,98.79,57.59,96.79,0.3,54.87,1,25.2,0,1,3,Low,2,8.4
S2701,0,24,,66.07,52.96,72.92,94.43,3.16,94.79,0,8.0,0,1,3,Medium,1,8.5
S2702,0,18,58.33,50.16,65.0,94.26,70.75,8.26,94.26,0,11.2,1,1,1,Medium,8,5.9
S2703,0,20,52.45,69.77,62.71,59.42,50.3,3.99,80.76,0,28.9,0,1,2,Medium,3,5.2
S2704,1,20,69.78,79.79,95.82,78.43,89.49,4.15,53.1,1,26.7,1,1,1,High,3,5.0
S2705,1,22,92.68,69.84,57.12,98.08,94.04,4.69,90.2,1,20.2,0,1,2,Low,5,8.4
S2707,1,22,75.86,43.99,51.23,72.0,95.81,4.8,55.32,0,7.2,1,1,3,Medium,9,6.7
S2708,0,22,78.61,92.56,71.28,85.82,95.7,0.91,66.26,0,13.3,0,1,2,High,5,5.7
S2709,0,22,56.49,96.34,91.44,91.23,73.56,2.06,71.57,0,13.1,0,1,1,Medium,7,6.5
S2711,1,22,89.35,92.88,88.65,93.59,72.25,5.08,58.26,1,22.6,1,1,1,High,7,5.5
S2713,0,19,73.31,87.85,44.38,91.5,65.99,2.84,92.97,0,20.8,0,1,4,Medium,3,5.7
S2715,1,23,93.95,64.48,55.32,75.06,87.33,3.55,60.93,1,5.0,0,1,2,Low,8,6.9
S2716,0,20,,59.43,50.52,80.25,50.07,7.08,74.35,0,9.3,1,1,4,Medium,4,4.9
S2720,0,18,,62.04,42.35,51.36,66.64,8.0,79.91,1,18.1,1,1,3,Medium,2,7.3
S2721,0,18,65.33,91.65,94.52,86.67,79.37,9.54,80.71,0,20.5,0,1,3,Medium,1,4.9
S2722,1,20,70.35,78.03,83.84,89.19,62.34,2.05,90.46,0,28.5,0,0,3,High,6,4.5
S2723,1,19,78.7,52.92,56.3,85.02,92.37,7.51,61.5,1,24.1,0,1,4,Low,10,5.6
S2724,1,20,71.41,60.17,69.81,,68.33,3.22,73.17,1,8.4,1,1,3,Medium,6,7.1
S2725,0,20,63.18,90.85,41.67,52.07,79.08,7.25,98.09,0,11.8,0,1,4,Medium,7,6.4
S2726,1,21,88.05,63.19,60.36,72.1,61.31,3.74,86.36,1,15.1,0,1,3,Medium,5,5.7
S2728,0,18,53.38,78.94,71.03,96.7,58.69,9.59,96.37,0,18.9,0,1,4,Medium,6,6.3
S2729,0,22,68.42,60.87,52.49,61.47,52.31,2.1,80.54,1,27.7,1,1,3,Medium,4,6.3
S2731,1,20,87.76,68.52,57.93,90.22,79.33,6.75,87.85,1,29.6,0,1,3,Low,2,7.2
S2732,0,20,66.16,52.89,74.82,87.62,52.23,3.03,84.91,1,11.2,1,1,1,Low,9,6.3
S2733,1,19,96.91,57.05,56.29,80.94,54.52,4.58,79.44,1,16.8,0,1,1,Low,7,4.7
S2735,0,24,98.06,58.24,52.45,,89.96,9.21,80.68,1,12.7,1,0,3,Low,2,5.0
S2739,0,22,67.95,87.24,41.69,71.55,95.87,0.83,93.28,0,23.5,0,1,1,Low,5,5.8
S2741,1,18,89.84,46.39,50.99,88.54,80.8,3.31,79.7,1,13.1,0,1,3,Low,9,6.2
S2742,1,21,,88.87,75.1,78.93,74.62,5.65,63.39,0,18.8,0,1,2,High,10,6.7
S2743,0,20,70.06,77.41,64.49,96.71,97.1,1.83,51.41,1,27.3,1,1,3,Low,1,7.1
S2744,1,21,71.49,51.46,79.27,95.41,75.44,5.63,50.07,1,25.0,0,1,1,Low,5,5.1
S2746,0,19,52.38,72.32,71.72,78.18,59.97,1.32,67.99,0,9.1,0,1,3,Medium,2,4.1
S2750,1,24,,83.02,52.84,,86.61,3.31,97.96,0,26.2,0,1,1,Medium,6,6.9
S2751,0,20,59.93,98.67,89.64,78.89,92.98,2.25,60.34,0,9.7,0,1,2,Medium,8,7.1
S2753,1,23,,56.57,63.57,96.13,81.8,1.43,99.57,0,5.4,0,1,3,High,2,8.7
S2754,1,22,71.94,82.57,58.83,77.86,72.95,4.27,96.58,0,26.6,0,0,2,High,2,8.3
S2755,1,21,,85.8,97.12,76.33,73.35,7.45,67.62,0,11.0,0,1,3,Medium,6,5.1
S2756,1,21,73.1,83.78,77.66,71.78,70.31,5.74,65.98,0,20.6,1,0,4,Low,4,6.9
S2757,0,20,57.43,89.21,62.84,52.9,81.01,5.54,62.11,0,12.3,0,1,1,High,10,7.6
S2760,1,19,86.93,46.29,50.58,82.12,55.33,5.83,67.06,1,16.8,0,1,2,Low,2,8.9
S2761,0,23,73.97,87.78,72.64,80.37,96.22,0.24,87.24,0,28.0,0,1,4,Low,1,8.8
S2763,0,19,92.57,43.51,89.54,76.29,55.27,3.5,86.82,1,6.4,0,1,4,Low,1,5.2
S2764,0,21,85.43,64.07,67.42,59.07,72.27,4.17,64.41,1,5.6,0,1,2,Low,6,4.8
S2765,0,24,51.65,89.19,88.88,64.03,63.15,2.58,79.64,0,10.2,0,1,3,Low,8,7.4
S2767,1,24,93.55,80.31,74.52,89.47,55.87,6.43,83.59,1,14.3,0,1,4,Medium,4,6.1
S2768,1,22,50.92,40.22,52.51,71.6,56.55,4.5,58.77,0,14.6,0,1,1,Medium,2,5.2
S2769,0,21,77.26,46.58,63.13,,90.03,5.85,64.14,0,29.3,0,1,2,Medium,5,6.2
S2771,1,19,81.09,45.02,52.96,83.15,55.21,4.66,78.81,0,20.0,0,1,3,Low,8,6.7
S2772,0,21,88.03,90.75,88.61,71.17,83.39,3.58,53.79,1,25.5,0,1,1,Medium,3,6.2
S2773,0,20,86.28,91.84,56.97,56.27,80.47,4.11,75.91,1,17.8,1,0,2,Medium,2,4.0
S2774,0,20,,85.33,42.07,,85.67,3.15,54.37,0,22.4,0,1,2,Low,1,6.4
S2775,1,23,,54.55,46.6,60.38,73.72,0.78,66.85,1,29.4,0,1,1,Medium,2,5.7
S2776,1,20,82.28,71.39,84.75,75.45,63.5,0.37,84.34,0,13.1,1,1,1,Low,2,6.8
S2777,0,19,70.12,51.05,55.72,65.31,83.18,1.74,70.63,1,6.9,0,1,3,Low,1,4.3
S2779,0,21,85.84,70.96,81.95,61.41,60.95,8.9,80.79,1,18.5,0,1,2,Low,8,8.4
S2780,0,24,93.82,84.1,60.71,71.0,70.43,6.11,87.01,1,19.5,0,1,1,Low,10,6.8
S2783,1,20,96.54,95.6,96.84,,64.99,4.02,82.01,1,17.5,0,1,2,Low,1,7.0
S2784,1,18,78.93,65.75,59.2,65.84,91.59,7.2,98.26,1,8.6,0,1,3,Medium,8,7.1
S2785,1,24,58.95,96.33,51.0,55.53,94.08,5.78,60.69,0,15.1,0,0,3,Low,8,5.8
S2786,0,24,,99.48,61.94,81.38,71.66,5.28,82.71,0,8.9,0,1,4,High,4,8.8
S2787,1,18,99.54,71.6,80.17,95.8,68.73,5.76,95.33,1,9.6,0,1,3,High,5,7.0
S2789,0,19,87.29,87.45,95.44,81.31,52.9,7.66,65.84,1,28.2,0,0,3,Low,5,6.2
S2790,0,24,60.4,49.56,92.91,,84.57,6.68,83.34,1,23.6,0,1,4,High,4,4.2
S2791,0,21,,55.12,57.3,70.75,89.11,9.57,51.57,1,7.5,0,1,2,Medium,9,5.5
S2792,1,24,76.29,87.09,67.31,80.74,69.87,9.48,68.01,0,28.0,0,1,3,Low,1,7.3
S2793,0,20,94.46,66.02,84.84,,58.73,4.22,62.9,1,26.8,0,1,4,Medium,10,8.6
S2794,1,22,66.49,52.09,94.99,68.9,51.44,0.36,61.23,0,27.7,1,1,3,Low,10,7.1
S2795,1,19,53.1,79.07,60.23,72.12,81.86,0.11,58.99,0,7.4,0,1,3,Medium,3,6.4
S2797,1,24,63.49,47.5,93.97,67.42,73.19,0.75,97.75,0,6.7,0,1,4,Low,6,4.7
S2798,1,22,85.76,56.62,61.51,81.76,69.32,3.73,69.24,1,29.2,0,1,3,Low,8,4.3
S2799,1,22,97.86,53.28,68.83,,58.74,0.53,52.46,1,21.5,0,1,2,High,6,7.6
S2800,1,23,84.55,62.79,94.27,62.63,75.42,6.25,85.95,1,9.4,0,1,4,Medium,8,8.2
S2802,1,24,72.65,82.82,54.61,88.12,81.21,5.14,86.18,1,16.1,1,1,4,Medium,9,5.6
S2803,0,24,88.58,79.75,59.49,73.11,62.59,1.03,82.4,1,24.6,1,1,3,Low,5,6.4
S2804,1,18,92.15,40.38,61.18,66.75,60.73,8.28,95.27,1,20.9,0,1,3,High,10,4.7
S2805,1,20,85.54,48.53,94.76,95.51,90.72,7.8,57.02,1,21.2,1,1,4,Medium,2,6.1
S2806,0,23,75.39,53.4,99.94,56.79,85.11,3.86,58.46,0,16.0,0,1,2,High,1,8.8
S2807,1,24,81.29,56.32,86.44,86.04,88.61,9.11,67.08,0,14.9,0,0,4,High,4,7.6
S2808,1,18,85.03,48.79,69.06,84.51,56.16,1.86,74.57,1,9.0,1,1,3,High,10,4.8
S2809,1,23,,64.62,40.61,84.51,61.2,8.14,96.29,1,6.8,0,1,3,Low,8,4.5
S2811,1,23,97.52,85.0,63.36,86.41,92.86,3.3,93.59,1,28.4,1,1,2,Low,10,8.9
S2813,0,21,85.05,74.46,76.4,67.67,91.6,1.71,86.48,1,14.7,1,1,3,Low,2,5.5
S2814,0,24,86.85,45.38,68.85,69.56,52.17,8.63,69.17,1,5.6,0,1,2,Medium,2,4.1
S2815,0,20,83.11,93.4,96.66,51.54,91.04,6.07,96.56,1,16.2,0,1,2,Medium,2,6.1
S2817,1,20,94.08,52.14,82.73,53.68,52.84,4.96,57.06,1,12.5,1,1,4,High,1,4.9
S2818,1,20,72.45,82.28,64.59,84.99,70.81,1.08,92.12,0,13.6,0,1,4,Medium,10,4.8
S2820,1,21,,72.39,80.51,92.19,61.64,9.08,91.07,1,17.4,1,0,2,Medium,5,4.2
S2821,0,24,83.7,59.4,40.61,77.67,75.83,4.58,57.9,0,23.6,1,1,2,Medium,5,6.8
S2822,1,18,92.46,68.71,57.12,86.26,94.3,3.62,94.24,1,17.5,0,1,2,Medium,3,7.8
S2823,1,24,56.93,70.74,51.35,65.14,93.35,9.49,83.88,0,26.1,0,1,4,High,3,4.8
S2824,1,19,51.54,64.04,50.02,87.28,96.99,3.99,82.58,0,17.1,0,1,3,Low,8,8.5
S2825,0,18,96.72,95.79,83.71,67.17,74.21,3.36,79.13,1,5.8,0,1,2,Medium,10,4.4
S2826,1,23,57.39,84.63,54.37,95.14,70.53,2.73,88.24,0,8.5,0,0,2,Low,7,7.4
S2827,0,23,90.48,54.48,68.48,58.17,83.29,5.65,70.78,1,23.0,0,1,1,Medium,4,4.9
S2829,1,18,85.44,81.32,74.81,74.94,52.1,0.16,76.96,1,16.5,1,1,4,Low,10,6.9
S2830,0,22,56.56,48.41,83.23,88.79,86.0,6.54,87.41,0,29.5,1,1,1,High,9,6.9
S2831,1,21,83.37,61.51,59.86,87.44,64.05,7.88,57.68,0,19.3,0,1,3,Medium,6,5.7
S2833,1,24,71.28,74.03,89.49,57.21,51.03,8.7,84.83,1,15.8,0,1,3,Medium,7,6.3
S2836,0,18,54.11,71.09,59.39,76.95,72.39,6.97,94.47,0,14.1,0,1,2,Low,2,8.1
S2837,1,23,94.6,72.86,47.36,71.46,97.53,1.89,58.04,1,29.2,0,1,2,Medium,1,6.4
S2838,1,18,93.46,60.06,72.74,83.15,73.38,0.91,67.21,1,23.8,1,1,3,High,8,6.3
S2839,0,21,99.9,77.82,53.58,71.38,53.93,0.97,71.42,1,14.3,0,0,3,Low,2,4.1
S2840,1,18,79.26,44.12,89.28,97.32,77.6,7.68,73.81,0,11.6,0,1,3,Medium,8,4.6
S2841,0,18,87.56,48.71,42.57,63.05,54.41,0.29,68.07,1,12.1,0,0,3,Low,9,6.2
S2843,0,24,83.38,43.71,71.26,80.57,92.57,1.29,82.93,0,15.0,0,1,1,Low,1,5.3
S2844,0,22,82.49,92.85,75.34,64.08,64.47,7.55,67.97,0,26.1,0,1,1,High,6,4.1
S2846,0,22,91.54,80.44,55.56,68.27,75.45,2.05,75.15,1,16.6,0,1,3,Low,1,4.1
S2849,0,23,93.43,85.89,69.94,69.33,53.45,5.23,61.17,1,11.5,0,1,1,Medium,7,4.0
S2851,0,23,92.3,83.54,71.49,72.49,76.14,5.86,88.89,1,11.1,0,1,4,Medium,4,8.6
S2852,0,22,80.37,70.31,44.17,71.09,61.42,9.34,91.37,0,24.3,0,1,3,Low,8,9.0
S2853,1,24,,75.57,59.57,56.57,83.01,0.52,58.28,0,15.1,0,1,3,Medium,8,6.5
S2857,0,24,73.39,87.35,78.15,97.06,71.5,6.51,74.32,0,18.5,0,1,3,High,3,5.9
S2860,0,23,91.27,74.63,52.62,52.59,97.92,9.28,66.56,1,9.2,0,1,1,Low,3,4.9
S2861,1,18,72.53,45.18,87.12,76.61,64.21,7.56,55.73,0,11.9,0,1,3,Low,3,4.1
S2862,0,22,69.39,61.53,46.65,81.14,96.94,9.34,73.05,0,22.3,1,1,1,Medium,10,6.7
S2863,0,21,61.99,64.72,93.71,,80.34,8.3,61.76,1,9.5,0,1,1,Low,2,7.3
S2864,0,20,68.62,90.11,90.43,89.9,87.26,4.02,97.51,0,25.1,0,1,4,Low,7,6.9
S2865,1,22,,70.8,80.73,84.33,95.11,1.22,68.07,1,21.4,0,1,3,High,7,7.0
S2866,1,21,98.56,83.86,44.04,99.29,77.56,6.3,78.62,1,18.4,1,1,4,Medium,4,6.0
S2867,1,19,78.7,41.14,52.51,,93.11,3.52,97.42,0,21.1,0,1,1,Low,8,7.3
S2868,0,21,56.39,67.87,91.56,52.92,77.08,4.25,69.69,0,7.5,0,1,3,Low,10,4.2
S2872,0,21,51.78,66.0,56.45,65.2,77.68,1.93,90.04,0,13.4,1,1,4,High,6,7.2
S2873,1,24,97.54,82.27,53.32,77.62,98.87,6.08,61.05,1,16.7,0,1,1,Medium,6,5.8
S2874,1,20,63.77,67.27,74.55,,89.36,8.84,66.63,1,27.1,0,1,2,Low,5,6.3
S2875,1,18,50.81,67.6,62.35,62.29,87.37,9.18,95.75,0,13.6,0,1,3,High,4,8.2
S2878,0,23,56.89,85.11,63.22,80.77,58.48,3.63,82.41,0,16.4,1,1,1,Medium,7,6.1
S2880,1,22,68.98,63.75,46.17,,50.32,5.0,96.96,0,15.7,1,1,1,Medium,2,8.5
S2883,1,21,65.67,87.49,64.36,92.0,63.45,0.25,91.03,1,17.2,1,1,2,Medium,10,5.8
S2884,1,21,70.89,83.3,53.94,52.24,54.59,5.78,52.32,0,6.9,1,1,1,Medium,6,4.2
S2885,0,23,57.97,61.55,41.83,95.31,66.79,8.35,55.88,0,15.5,0,1,1,High,3,8.2
S2886,0,23,75.3,47.34,90.86,76.93,64.6,9.9,94.24,0,9.5,0,1,3,Medium,8,7.0
S2887,0,23,54.26,53.01,59.58,58.42,72.54,8.47,51.38,0,12.1,0,1,3,High,7,6.3
S2888,0,23,52.33,91.89,80.87,72.59,63.21,5.54,89.71,0,25.8,0,1,2,Low,1,5.8
S2890,0,24,62.39,97.09,73.9,65.25,95.38,8.24,70.77,0,25.7,0,1,3,Low,2,7.9
S2891,1,23,54.77,44.56,63.83,63.47,66.74,0.2,67.74,0,29.6,0,0,4,Medium,6,4.9
S2895,0,22,90.78,78.63,79.92,88.3,90.89,7.65,53.69,1,7.5,0,1,2,Medium,7,6.8
S2896,1,24,93.6,86.2,65.57,95.96,79.75,1.52,97.23,1,15.4,0,1,3,Low,9,8.0
S2897,1,21,98.63,61.57,90.7,,50.43,1.65,64.84,1,21.5,0,1,3,High,9,8.5
S2899,1,19,80.42,52.28,56.99,77.91,87.63,2.64,52.98,0,26.5,0,1,3,Medium,3,6.9
S2900,0,19,68.27,40.72,75.97,,72.33,4.39,76.81,0,20.9,1,1,2,Medium,6,8.2
S2904,1,18,73.37,77.69,47.37,,89.89,9.76,97.16,1,12.4,0,0,4,Low,6,7.5
S2905,1,21,86.18,93.67,70.6,90.08,91.45,4.25,50.54,1,10.5,1,1,1,Medium,6,6.5
S2907,1,23,71.6,55.16,60.53,,64.76,0.74,85.18,0,15.7,0,1,4,Medium,6,7.1
S2908,1,20,70.52,48.04,68.64,50.37,96.64,8.1,93.56,0,22.1,0,0,3,Medium,10,5.1
S2910,1,22,,98.26,64.5,61.9,89.83,6.79,53.54,0,11.9,0,1,1,Low,6,7.4
S2911,0,21,87.44,72.97,50.94,96.86,50.16,6.62,50.43,1,18.8,0,0,3,Low,9,6.3
S2912,1,19,93.71,50.95,76.82,70.27,72.52,9.1,60.76,1,7.4,0,1,3,Medium,7,7.6
S2913,0,18,,90.44,54.18,82.7,93.55,3.21,53.57,0,29.7,1,1,1,Low,3,6.0
S2916,0,20,67.08,55.64,41.37,86.79,82.88,3.32,74.0,1,20.6,1,1,3,Medium,5,6.5
S2920,1,19,52.65,92.13,87.04,79.87,86.4,2.97,61.97,0,22.5,1,1,4,Low,7,7.8
S2921,0,19,68.68,74.46,47.76,50.04,99.55,3.85,68.45,0,17.2,1,1,1,Low,5,7.6
S2922,1,19,86.07,53.31,94.92,,97.9,2.77,55.92,1,24.6,0,0,2,Low,1,4.1
S2923,1,22,,64.2,75.25,96.53,90.01,4.5,90.7,1,10.7,1,1,4,Low,4,6.5
S2925,1,18,83.01,76.47,97.78,71.9,83.74,7.75,87.74,0,22.2,0,1,4,High,1,6.8
S2927,0,21,94.86,66.99,67.0,56.93,50.42,1.01,73.99,1,26.5,1,1,3,High,4,8.3
S2928,1,19,71.63,71.92,57.06,,55.12,8.23,82.26,0,8.7,0,1,2,Medium,7,5.2
S2929,1,21,58.32,65.74,83.71,77.68,79.85,9.32,52.21,0,24.0,1,0,1,High,9,4.7
S2930,1,18,65.95,82.18,69.14,95.95,50.33,6.87,53.94,1,8.3,0,1,4,Medium,2,8.0
S2933,0,20,50.66,68.85,83.52,78.21,62.89,8.3,71.5,0,21.5,0,1,2,Low,6,8.1
S2936,1,22,83.54,96.35,69.97,68.89,96.36,7.05,97.96,0,12.9,1,1,3,Low,5,7.1
S2937,1,22,86.59,58.96,88.17,74.52,55.81,5.1,58.72,1,20.3,0,1,3,Medium,1,5.4
S2938,0,22,90.59,88.04,56.73,76.67,88.9,1.89,62.43,1,8.6,0,1,3,Medium,5,6.1
S2940,1,23,84.11,87.46,90.03,78.2,79.28,7.13,50.27,0,5.3,0,1,4,Low,5,5.0
S2941,0,22,71.98,96.21,48.87,61.96,88.97,7.12,99.57,1,8.6,0,1,2,Low,9,4.3
S2942,1,23,,77.4,77.0,56.2,61.14,5.31,51.8,0,22.7,0,1,4,High,7,7.8
S2943,1,18,78.45,93.88,97.3,,76.55,5.01,56.03,1,26.8,0,1,3,Low,7,7.9
S2944,0,24,60.14,50.06,90.48,90.08,65.97,1.8,62.01,0,6.9,1,1,4,Low,9,7.0
S2945,0,21,64.64,77.6,43.71,,54.73,4.29,71.94,1,21.0,0,1,2,Low,5,4.7
S2946,0,23,,86.34,59.19,91.08,55.25,8.71,75.92,1,6.5,1,1,4,Low,8,6.4
S2947,0,20,96.24,56.3,48.54,79.53,56.82,8.55,55.24,1,27.0,1,1,3,Medium,7,4.9
S2948,1,22,58.94,84.45,96.95,75.94,80.74,6.61,53.68,0,14.8,1,1,3,Medium,6,8.4
S2950,1,20,94.08,89.87,54.1,89.04,78.51,8.93,62.84,1,9.3,1,1,1,Medium,7,4.2
S2951,0,18,95.76,58.77,80.18,59.9,79.41,1.45,96.08,1,26.5,0,1,4,High,10,4.0
S2952,1,18,63.82,80.9,90.5,,95.19,3.99,69.49,1,15.7,0,1,3,Low,3,8.9
